group_id,geometry,quarter,amount,analysis_neighborhood,area,GEOID20,tract_geoid
317,"POLYGON ((-122.416707 37.768471, -122.416549 37.766871, -122.417645 37.766805, -122.418403 37.76676, -122.418556 37.76836, -122.419225 37.768319, -122.419982 37.768274, -122.420032 37.769045, -122.420001 37.769216, -122.419956 37.769746, -122.419948 37.769926, -122.419945 37.769985, -122.41813 37.769806, -122.417805 37.769719, -122.417803 37.769739, -122.417788 37.769761, -122.417741 37.769759, -122.417266 37.769711, -122.416801 37.769657, -122.415748 37.769586, -122.415579 37.769578, -122.415588 37.769519, -122.415612 37.769362, -122.416432 37.769272, -122.417783 37.769199, -122.417857 37.769194, -122.417838 37.768486, -122.417802 37.768405, -122.416707 37.768471))",2025Q2,"160,058.25",Mission,60750177002022 | 60750177002018 | 60750201012000 | 60750201012009,60750177002022,06075017700
318,"POLYGON ((-122.417179 37.761968, -122.417332 37.763572, -122.417487 37.765183, -122.418579 37.765117, -122.418634 37.765686, -122.417542 37.765752, -122.417645 37.766805, -122.416549 37.766871, -122.415462 37.766937, -122.41326 37.76707, -122.413227 37.766725, -122.413105 37.765448, -122.414722 37.76535, -122.415308 37.765315, -122.415278 37.765003, -122.415251 37.764705, -122.415155 37.763697, -122.416227 37.763635, -122.416078 37.762034, -122.417179 37.761968))",2025Q2,"166,016.62",Mission,60750177002024 | 60750201021007 | 60750177002023 | 60750177002025 | 60750228011007 | 60750177002029 | 60750177002030,60750177002024,06075017700
319,"MULTIPOLYGON (((-122.414999 37.762099, -122.416078 37.762034, -122.416227 37.763635, -122.415155 37.763697, -122.414999 37.762099)), ((-122.414651 37.764693, -122.41451 37.764702, -122.414041 37.764734, -122.414049 37.764812, -122.413683 37.764834, -122.413317 37.764858, -122.413432 37.764418, -122.413588 37.763823, -122.413722 37.763779, -122.415155 37.763697, -122.415251 37.764705, -122.414656 37.764741, -122.414651 37.764693)), ((-122.41133 37.764252, -122.412293 37.764193, -122.412416 37.76549, -122.411455 37.765548, -122.41133 37.764252)), ((-122.412538 37.76677, -122.412416 37.76549, -122.413105 37.765448, -122.413038 37.766003, -122.41283 37.766751, -122.412538 37.76677)))",2025Q2,"62,787.66",Mission,60750177002028 | 60750177001020 | 60750177001026 | 60750228011006,60750177002028,06075017700
325,"MULTIPOLYGON (((-122.411759 37.768693, -122.411703 37.768114, -122.412424 37.768074, -122.412217 37.76837, -122.411935 37.768591, -122.411759 37.768693)), ((-122.414344 37.77061, -122.41375 37.770347, -122.413966 37.769951, -122.4141 37.769596, -122.414122 37.769537, -122.414748 37.769559, -122.414819 37.769565, -122.414801 37.769612, -122.414605 37.770128, -122.414344 37.77061)), ((-122.409736 37.770349, -122.410886 37.769447, -122.410908 37.769429, -122.410931 37.769411, -122.410959 37.769433, -122.410989 37.769456, -122.41248 37.77063, -122.411841 37.771135, -122.411278 37.771579, -122.409736 37.770349)), ((-122.413763 37.77356, -122.412824 37.772812, -122.41342 37.772343, -122.414027 37.771864, -122.414392 37.772158, -122.415002 37.772649, -122.415561 37.773101, -122.414368 37.774043, -122.413763 37.77356)))",2025Q2,"306,274.31",Mission,60750178031005 | 60750180004018 | 60750177002014 | 60750177001008,60750178031005,06075017803
350,"POLYGON ((-122.40764 37.769545, -122.40801 37.769755, -122.408322 37.769868, -122.408363 37.769875, -122.408701 37.769897, -122.409013 37.769806, -122.409035 37.769793, -122.409736 37.770349, -122.409134 37.77082, -122.410678 37.772052, -122.410077 37.772526, -122.409083 37.771732, -122.408531 37.771291, -122.407001 37.77005, -122.406213 37.769463, -122.406398 37.769371, -122.406725 37.769307, -122.406882 37.769299, -122.407264 37.76928, -122.407461 37.769271, -122.408007 37.769244, -122.407895 37.769343, -122.407739 37.769466, -122.40764 37.769545))",2025Q2,"58,589.86",Mission,60750180004019 | 60750180004016 | 60750180004020 | 60750177001002,60750180004019,06075018000
351,"MULTIPOLYGON (((-122.406799 37.768415, -122.406677 37.767142, -122.407685 37.767082, -122.407813 37.768354, -122.406799 37.768415)), ((-122.408701 37.769897, -122.408363 37.769875, -122.408322 37.769868, -122.40801 37.769755, -122.40764 37.769545, -122.407739 37.769466, -122.407895 37.769343, -122.408007 37.769244, -122.408436 37.769318, -122.409035 37.769793, -122.409013 37.769806, -122.408701 37.769897)))",2025Q2,"24,682.13",Mission,60750180004021 | 60750177001004,60750180004021,06075018000
352,"MULTIPOLYGON (((-122.421175 37.770234, -122.420995 37.770189, -122.42079 37.770158, -122.42046 37.770135, -122.42017 37.77012, -122.419918 37.770105, -122.419935 37.770032, -122.419945 37.769985, -122.420155 37.770002, -122.420829 37.770065, -122.421252 37.770127, -122.421423 37.770162, -122.421612 37.770224, -122.42162 37.770303, -122.421627 37.770378, -122.4214 37.770304, -122.421175 37.770234)), ((-122.423632 37.771807, -122.423525 37.771898, -122.423402 37.771975, -122.42325 37.771937, -122.423179 37.771785, -122.423121 37.771657, -122.423072 37.771563, -122.422965 37.771391, -122.422835 37.771235, -122.422718 37.771096, -122.422584 37.770965, -122.422457 37.770861, -122.422444 37.770715, -122.422439 37.770664, -122.422589 37.770775, -122.422809 37.770992, -122.423039 37.77124, -122.42324 37.771552, -122.423303 37.77146, -122.42336 37.771489, -122.423618 37.771484, -122.423798 37.771496, -122.423973 37.771369, -122.424743 37.770764, -122.424787 37.770712, -122.424929 37.770778, -122.423665 37.771781, -122.423632 37.771807)), ((-122.420714 37.774078, -122.420254 37.774359, -122.42018 37.774315, -122.42015 37.774298, -122.420141 37.77429, -122.419664 37.773893, -122.41894 37.773315, -122.41882 37.773201, -122.418699 37.773081, -122.418972 37.772857, -122.419672 37.772303, -122.420091 37.77263, -122.4204 37.772872, -122.420775 37.773165, -122.421232 37.773523, -122.42132 37.773592, -122.421089 37.773775, -122.420714 37.774078)), ((-122.418659 37.775558, -122.417515 37.774651, -122.417104 37.774325, -122.417233 37.774269, -122.418472 37.773275, -122.418576 37.773183, -122.419164 37.775044, -122.419173 37.775153, -122.419219 37.775316, -122.418704 37.775645, -122.418659 37.775558)))",2025Q2,"2,273.8",Mission,60750201011001 | 60750201011009 | 60750202021001 | 60750177002000,60750201011001,06075020101
353,"MULTIPOLYGON (((-122.421406 37.769895, -122.420939 37.769918, -122.420808 37.769924, -122.420626 37.769928, -122.420596 37.769933, -122.420155 37.769932, -122.420155 37.769576, -122.420107 37.769107, -122.420032 37.769045, -122.419982 37.768274, -122.420777 37.768226, -122.42121 37.768199, -122.421365 37.76819, -122.42147 37.769339, -122.422308 37.769278, -122.422365 37.769868, -122.421583 37.769918, -122.421406 37.769895)), ((-122.419645 37.771006, -122.418029 37.770876, -122.417995 37.770765, -122.417915 37.770626, -122.417794 37.770435, -122.41772 37.770357, -122.417777 37.769975, -122.417781 37.769918, -122.417764 37.769857, -122.418309 37.769955, -122.418759 37.770013, -122.419156 37.770069, -122.419448 37.770091, -122.419679 37.770091, -122.419918 37.770105, -122.419889 37.770238, -122.419853 37.770393, -122.419759 37.770673, -122.419645 37.771006)), ((-122.421865 37.770476, -122.422068 37.770579, -122.422284 37.770724, -122.422457 37.770861, -122.422525 37.771588, -122.422487 37.771694, -122.422551 37.772208, -122.422632 37.772368, -122.42262 37.772503, -122.422186 37.772909, -122.421989 37.773074, -122.421941 37.773036, -122.421917 37.773017, -122.421859 37.77297, -122.421441 37.772639, -122.421068 37.772344, -122.4204 37.772872, -122.420091 37.77263, -122.419672 37.772303, -122.420344 37.77177, -122.420529 37.771715, -122.42111 37.77168, -122.421748 37.771642, -122.421627 37.770378, -122.421865 37.770476)), ((-122.419164 37.775044, -122.418576 37.773183, -122.418563 37.773142, -122.418512 37.773039, -122.418638 37.772905, -122.418685 37.773035, -122.418699 37.773081, -122.419271 37.774904, -122.419299 37.775034, -122.419334 37.77521, -122.41931 37.775233, -122.419219 37.775316, -122.419173 37.775153, -122.419164 37.775044)))",2025Q2,"152,470.27",Mission,60750201011004 | 60750201011011 | 60750201011012 | 60750201011007 | 60750201012004 | 60750201012005 | 60750177002001,60750201011004,06075020101
354,"MULTIPOLYGON (((-122.417721 37.769852, -122.416339 37.769688, -122.415563 37.769631, -122.415579 37.769578, -122.415748 37.769586, -122.416801 37.769657, -122.417266 37.769711, -122.417741 37.769759, -122.417788 37.769761, -122.417761 37.769803, -122.417764 37.769857, -122.417721 37.769852)), ((-122.418972 37.772857, -122.418699 37.773081, -122.418685 37.773035, -122.418638 37.772905, -122.418608 37.772731, -122.418469 37.772323, -122.418439 37.772223, -122.418399 37.772102, -122.418029 37.770876, -122.419645 37.771006, -122.419759 37.770673, -122.419853 37.770393, -122.419889 37.770238, -122.419918 37.770105, -122.42017 37.77012, -122.420172 37.770207, -122.420175 37.770253, -122.420306 37.771677, -122.420344 37.77177, -122.419672 37.772303, -122.418972 37.772857)), ((-122.417104 37.774325, -122.416576 37.773906, -122.417451 37.773135, -122.41803 37.773474, -122.417649 37.773842, -122.417187 37.774226, -122.417104 37.774325)))",2025Q2,"57,096.4",Mission,60750201011006 | 60750201011005 | 60750177002031 | 60750177002003,60750201011006,06075020101
355,"MULTIPOLYGON (((-122.419679 37.770091, -122.419448 37.770091, -122.419156 37.770069, -122.418759 37.770013, -122.418309 37.769955, -122.417764 37.769857, -122.417761 37.769803, -122.417788 37.769761, -122.417803 37.769739, -122.417805 37.769719, -122.41813 37.769806, -122.419945 37.769985, -122.419935 37.770032, -122.419918 37.770105, -122.419679 37.770091)), ((-122.421252 37.770127, -122.420829 37.770065, -122.420155 37.770002, -122.420155 37.769932, -122.420596 37.769933, -122.420626 37.769928, -122.420808 37.769924, -122.420939 37.769918, -122.421406 37.769895, -122.421583 37.769918, -122.421612 37.770224, -122.421423 37.770162, -122.421252 37.770127)), ((-122.420529 37.771715, -122.420344 37.77177, -122.420306 37.771677, -122.420175 37.770253, -122.420172 37.770207, -122.42017 37.77012, -122.42046 37.770135, -122.42079 37.770158, -122.420995 37.770189, -122.421175 37.770234, -122.4214 37.770304, -122.421627 37.770378, -122.421748 37.771642, -122.42111 37.77168, -122.420529 37.771715)), ((-122.415561 37.773101, -122.416304 37.772456, -122.416913 37.772817, -122.416104 37.773532, -122.415561 37.773101)))",2025Q2,"1,587.61",Mission,60750201011008 | 60750201011010 | 60750201012002 | 60750177002005,60750201011008,06075020101
356,"MULTIPOLYGON (((-122.417645 37.766805, -122.417542 37.765752, -122.418634 37.765686, -122.418734 37.766739, -122.419072 37.766719, -122.419825 37.766674, -122.419982 37.768274, -122.419225 37.768319, -122.418556 37.76836, -122.418403 37.76676, -122.417645 37.766805)), ((-122.413396 37.768671, -122.413341 37.768023, -122.41326 37.76707, -122.415462 37.766937, -122.415614 37.768537, -122.41454 37.768602, -122.413396 37.768671)))",2025Q2,"25,755.79",Mission,60750201021000 | 60750201012007 | 60750201012008 | 60750177002019,60750201021000,06075020102
357,"POLYGON ((-122.421324 37.763711, -122.421363 37.764121, -122.421423 37.764118, -122.421471 37.764611, -122.421712 37.764596, -122.421853 37.764571, -122.421886 37.764917, -122.421964 37.765721, -122.422044 37.76654, -122.421531 37.766571, -122.421057 37.766599, -122.42121 37.768199, -122.420777 37.768226, -122.419982 37.768274, -122.419825 37.766674, -122.420638 37.766625, -122.420482 37.765002, -122.420581 37.764996, -122.420901 37.764977, -122.42124 37.764956, -122.421122 37.763723, -122.421324 37.763711))",2025Q2,"70,317.49",Mission,60750201021006 | 60750201012006 | 60750201021004 | 60750201021003 | 60750201021005 | 60750201023002,60750201021006,06075020102
358,"POLYGON ((-122.417487 37.765183, -122.417332 37.763572, -122.418484 37.763496, -122.418552 37.763577, -122.418698 37.76511, -122.419669 37.765051, -122.419825 37.766674, -122.419072 37.766719, -122.418734 37.766739, -122.418634 37.765686, -122.418579 37.765117, -122.417487 37.765183))",2025Q2,"15,005.19",Mission,60750201022000 | 60750201021001,60750201022000,06075020102
359,"MULTIPOLYGON (((-122.421732 37.7633, -122.421853 37.764571, -122.421712 37.764596, -122.421471 37.764611, -122.421423 37.764118, -122.421363 37.764121, -122.421324 37.763711, -122.421122 37.763723, -122.42124 37.764956, -122.420901 37.764977, -122.420581 37.764996, -122.420482 37.765002, -122.420638 37.766625, -122.419825 37.766674, -122.419669 37.765051, -122.419513 37.763429, -122.419476 37.763051, -122.421695 37.762917, -122.421662 37.762579, -122.421578 37.761701, -122.422411 37.76165, -122.422775 37.761628, -122.422924 37.762185, -122.42298 37.762229, -122.423075 37.763221, -122.422699 37.763243, -122.421732 37.7633)), ((-122.421853 37.764571, -122.421994 37.764547, -122.422301 37.764528, -122.422296 37.764478, -122.422503 37.764466, -122.422511 37.764548, -122.422718 37.764535, -122.422727 37.764631, -122.42283 37.764619, -122.422853 37.764859, -122.422629 37.764872, -122.421886 37.764917, -122.421853 37.764571)))",2025Q2,"91,305.87",Mission,60750201023003 | 60750201023000 | 60750208021002 | 60750201023001 | 60750207021000 | 60750201021002 | 60750202012000,60750201023003,06075020102
360,"MULTIPOLYGON (((-122.4259 37.764407, -122.425877 37.764405, -122.425864 37.76427, -122.424646 37.764339, -122.424652 37.764413, -122.424672 37.764638, -122.424557 37.764645, -122.424574 37.764755, -122.42415 37.764781, -122.42406 37.764786, -122.424028 37.764486, -122.423982 37.763966, -122.423895 37.763172, -122.424006 37.763165, -122.424807 37.763117, -122.426137 37.763036, -122.426246 37.763979, -122.426293 37.764651, -122.425925 37.764673, -122.4259 37.764407)), ((-122.426942 37.765725, -122.426555 37.765768, -122.426418 37.765784, -122.426293 37.764651, -122.426443 37.764642, -122.426756 37.764622, -122.426768 37.764732, -122.426796 37.764964, -122.427136 37.764922, -122.427149 37.765032, -122.427644 37.765006, -122.427704 37.765643, -122.427328 37.765683, -122.426942 37.765725)), ((-122.423115 37.764868, -122.423112 37.764843, -122.42406 37.764786, -122.424224 37.766408, -122.423281 37.766465, -122.423115 37.764868)), ((-122.424664 37.769109, -122.424571 37.769134, -122.424475 37.769148, -122.424424 37.768629, -122.424376 37.768141, -122.424368 37.768009, -122.424462 37.768003, -122.425354 37.76795, -122.425536 37.767939, -122.426587 37.767875, -122.426713 37.768982, -122.425679 37.769046, -122.424664 37.769109)))",2025Q2,"37,835.84",Mission,60750202011001 | 60750202023001 | 60750203001007 | 60750202012004,60750202011001,06075020201
361,"POLYGON ((-122.425983 37.761433, -122.426071 37.762206, -122.426104 37.762631, -122.426137 37.763036, -122.424807 37.763117, -122.424006 37.763165, -122.423895 37.763172, -122.423982 37.763966, -122.424028 37.764486, -122.42406 37.764786, -122.423112 37.764843, -122.422853 37.764859, -122.42283 37.764619, -122.422727 37.764631, -122.422718 37.764535, -122.422511 37.764548, -122.422503 37.764466, -122.422296 37.764478, -122.422301 37.764528, -122.421994 37.764547, -122.421853 37.764571, -122.421732 37.7633, -122.422699 37.763243, -122.423075 37.763221, -122.42298 37.762229, -122.422924 37.762185, -122.422775 37.761628, -122.422955 37.761617, -122.423764 37.761568, -122.423847 37.761563, -122.425025 37.761491, -122.425983 37.761433))",2025Q2,"58,851.91",Mission,60750202012001 | 60750202012003 | 60750207021002 | 60750207021003 | 60750202012006 | 60750207021001 | 60750202012002,60750202012001,06075020201
362,"MULTIPOLYGON (((-122.426398 37.763949, -122.426246 37.763979, -122.426137 37.763036, -122.426298 37.763027, -122.426792 37.762996, -122.426802 37.763077, -122.426815 37.763212, -122.426835 37.763415, -122.426849 37.763541, -122.426891 37.763856, -122.42652 37.763918, -122.426398 37.763949)), ((-122.424672 37.764638, -122.424652 37.764413, -122.424646 37.764339, -122.425864 37.76427, -122.425877 37.764405, -122.4259 37.764407, -122.425925 37.764673, -122.424574 37.764755, -122.424557 37.764645, -122.424672 37.764638)), ((-122.421886 37.764917, -122.422629 37.764872, -122.422853 37.764859, -122.423112 37.764843, -122.423115 37.764868, -122.423281 37.766465, -122.422044 37.76654, -122.421964 37.765721, -122.421886 37.764917)), ((-122.422629 37.767488, -122.423834 37.767385, -122.424101 37.767362, -122.424298 37.767339, -122.42435 37.767873, -122.424368 37.768009, -122.422199 37.76814, -122.42214 37.767531, -122.422629 37.767488)), ((-122.422308 37.769278, -122.424475 37.769148, -122.424551 37.769737, -122.42464 37.769732, -122.424707 37.770623, -122.424787 37.770712, -122.424743 37.770764, -122.423973 37.771369, -122.423798 37.771496, -122.423618 37.771484, -122.42336 37.771489, -122.423303 37.77146, -122.423146 37.769821, -122.422365 37.769868, -122.422308 37.769278)))",2025Q2,"41,546.85",Mission,60750202012005 | 60750202021002 | 60750202021005 | 60750202022000 | 60750203002004 | 60750202011000 | 60750202021003,60750202012005,06075020201
